skills_text,domain_label,difficulty_level
"serverless, networking, Terraform, load balancing, Kubernetes, IAM",Cloud Engineer,Medium
"visual regression, Python, JUnit, test planning, Playwright, CI/CD, Cypress, API testing",QA Automation Engineer,Hard
"presentation, SQL, problem solving, concurrency, design patterns, compiler design, OOP, debugging, Linux",Software Engineer,Medium
"FreeRTOS, UART, GPIO, firmware, debugging, communication, C, ARM",Embedded Systems Engineer,Easy
"threat detection, OWASP, time management, SIEM, network security, Python, SOC, penetration testing",Cybersecurity Analyst,Easy
"dbt, Microsoft Power BI, Excel, business intelligence, reporting, Power BI, Snowflake, advanced SQL, dashboard design, PowerBI",Data Analyst,Hard
"Python, Docker, on-call, toil reduction, incident management, runbooks",Site Reliability Engineer,Medium
"HTML, CSS, Sketch, information architecture, presentation, communication, usability testing, wireframing, user research",UI/UX Designer,Easy
"OOP, design patterns, agile, debugging, unit testing, system design, problem solving, code review, Git",Software Engineer,Easy
"gRPC, authentication, Docker, presentation, REST API, Python, Redis, Node.js, Django, Go",Backend Developer,Medium
"keras, deep learning, machine learning, numpy, agile, time management, pytorch, ONNX, triton",AI/ML Engineer,Medium
"MongoDB, Confluence, server-side development, Git, database optimization, Redis, Node.js, communication, Docker",Backend Developer,Medium
"automation, Bash scripting, CI/CD, Linux, monitoring, documentation, Jenkins, teamwork, Docker, Python, Grafana",DevOps Engineer,Medium
"reporting, Excel, Python, dbt, KPI tracking, communication, business intelligence",Data Analyst,Medium
"agile, usability testing, user research, wireframing, HTML, accessibility",UI/UX Designer,Easy
"Node.js, Django REST framework, Flask, presentation, SQL, Git, leadership, FastAPI, Django",Backend Developer,Easy
"clustering, SQL, seaborn, communication, feature selection, Jupyter, A/B testing, pandas, time series, numpy",Data Scientist,Medium
"problem solving, OOP, data structures, code review, Linux, debugging, algorithms, SQL, Python, design patterns",Software Engineer,Easy
"Tableau, pivot tables, Google Sheets, Python, Excel, ETL, data visualization, reporting, SQL, Looker, Snowflake, data modeling",Data Analyst,Hard
"Django REST framework, Redis, REST API, Django, Docker, leadership, Node.js, server-side development, Git",Backend Developer,Easy
"Terraform, scrum, Azure, leadership, cloud architecture, S3, Linux, networking, CDN, IAM, Kubernetes",Cloud Engineer,Medium
"PostgreSQL, MySQL, A/B testing, matplotlib, pandas, classification, data wrangling, SQL, presentation, statistics, seaborn, numpy, leadership, regression, database queries",Data Scientist,Medium
"statistics, feature selection, time management, classification, numpy, matplotlib, data wrangling, Jupyter, SQL, Bayesian statistics",Data Scientist,Medium
"Pytest, API testing, Python, JMeter, test automation, Confluence, Cucumber, SQL, test planning, Selenium",QA Automation Engineer,Medium
"leadership, I2C, C++, UART, Python, ARM, GPIO, microcontrollers",Embedded Systems Engineer,Easy
"Docker, time management, Git, Python, Jira, gRPC, authentication, Django, Kafka, JWT, Django REST framework",Backend Developer,Hard
"Truffle, communication, Hardhat, Web3, smart contracts, scrum, Web3.js, Ethereum, web3, Solidity, DAO governance, JavaScript",Blockchain Developer,Medium
"documentation, Nmap, threat detection, network security, vulnerability assessment, firewalls, penetration testing, Linux, zero trust",Cybersecurity Analyst,Medium
"smart contract language, JavaScript, Truffle, Rust, Solidity, Web3.js, DeFi, smart contracts, IPFS, Ethereum, NFT",Blockchain Developer,Medium
"FPGA, microcontrollers, firmware, ARM, C, Verilog, I2C, SPI",Embedded Systems Engineer,Medium
"REST API, RN, iOS, Jira, React Native, cross-platform mobile, ARKit, mobile UI, scrum, JavaScript, performance optimization, app store deployment, TypeScript, Dart, Firebase",Mobile App Developer,Hard
"server-side development, SQL, REST API, PostgreSQL, FastAPI, teamwork, authentication, MongoDB, Go, agile, Redis, Flask",Backend Developer,Medium
"Linux, OWASP, Wireshark, communication, forensics, firewalls, incident response, threat detection, network security",Cybersecurity Analyst,Medium
"Nmap, SOC, zero trust, red teaming, OWASP, threat intelligence, Wireshark, firewalls, threat detection, Linux",Cybersecurity Analyst,Hard
"Flutter, JavaScript, push notifications, mobile UI, Git, offline-first, documentation, Dart, REST API, Jira",Mobile App Developer,Medium
"Selenium, SQL, Pytest, Playwright, JMeter, test automation, Cypress, Git, test planning, time management, teamwork, JUnit",QA Automation Engineer,Medium
"network security, penetration testing, firewalls, vulnerability assessment, threat detection, security information and event management, SIEM, time management, forensics",Cybersecurity Analyst,Medium
"scikit-learn, Confluence, pytorch, python, pandas, huggingface, feature engineering, numpy",AI/ML Engineer,Easy
"penetration testing, incident response, SIEM, firewalls, network security, cryptography, Linux, vulnerability assessment",Cybersecurity Analyst,Easy
"PySpark, Airflow, Apache Spark, classification, A/B testing, Spark, statistics, pandas, hypothesis testing, feature selection, Confluence, SQL, presentation",Data Scientist,Hard
"authentication, Redis, gRPC, REST API, Django, MongoDB, teamwork, caching strategies, Git, Django REST framework, Flask, Python, SQL",Backend Developer,Medium
"React Native, Dart, Swift, documentation, Flutter, Git, Firebase, Android, TypeScript, mobile UI",Mobile App Developer,Easy
"Linux, distributed systems, debugging, algorithms, compiler design, code review, data structures, OOP, concurrency",Software Engineer,Hard
"transformers, machine learning, python, numpy, CNN, pytorch, LSTM, neural networks, model evaluation",AI/ML Engineer,Easy
"CI/CD, test planning, JMeter, Git, JUnit, test automation, Confluence, k6, chaos testing, Selenium, Pytest, Selenium WebDriver, documentation",QA Automation Engineer,Hard
"Node.js, server-side development, Go, MongoDB, Redis, Git, authentication, Django, Python",Backend Developer,Medium
"Terraform, IAM, serverless, Kubernetes, GCP, Lambda, Azure, time management, networking, AWS, cloud architecture, agile, EC2",Cloud Engineer,Hard
"ARM, ARM architecture, UART, C, oscilloscope, C++, ARM Cortex, SPI, debugging",Embedded Systems Engineer,Easy
"ethical hacking, threat detection, firewalls, pen testing, Linux, network security, Wireshark, OWASP, Nmap, penetration testing, incident response, SOC",Cybersecurity Analyst,Easy
"Nmap, penetration testing, firewalls, compliance, SOC, Linux, vulnerability assessment, threat detection",Cybersecurity Analyst,Easy
"Firebase, Git, Dart, TypeScript, Swift, REST API, performance optimization, JavaScript, iOS, ARKit",Mobile App Developer,Medium
"MongoDB, microservices, GraphQL, Docker, HTML, Kubernetes, teamwork, JavaScript, TypeScript, Confluence, React, REST API, SSR",Full Stack Developer,Hard
"SQL, code review, design patterns, object-oriented programming, object oriented, data structures, algorithms, debugging, OOP, memory management, system design",Software Engineer,Medium
"accessibility, agile, usability testing, Figma, Framer, design systems, service design, Adobe XD, wireframing, prototyping, user flows",UI/UX Designer,Medium
"UART, ARM, GPIO, I2C, debugging, firmware, oscilloscope, C, presentation, AUTOSAR, C++",Embedded Systems Engineer,Medium
"numpy, PyTorch, LSTM, feature engineering, time management, pytorch, neural networks, torch, TF, MLOps, scrum, TensorFlow, tensorflow, scikit-learn",AI/ML Engineer,Medium
"microcontrollers, scrum, Linux kernel, real-time operating system, oscilloscope, presentation, C++, Python, FreeRTOS, SPI, RTOS, I2C",Embedded Systems Engineer,Easy
"IAM, Pulumi, CDN, S3, Linux, cloud architecture, Kubernetes, GCP, Azure, networking, VPC, multi-cloud",Cloud Engineer,Hard
"Google Flutter, mobile UI, Git, communication, REST API, Flutter, Kotlin, TypeScript, iOS, JavaScript, Flutter/Dart, Redux",Mobile App Developer,Easy
"RTOS, FreeRTOS, C, GPIO, real-time operating system, microcontrollers, ARM, UART, oscilloscope, Python",Embedded Systems Engineer,Easy
"load balancing, AWS, leadership, cloud architecture, networking, Lambda, Linux, VPC",Cloud Engineer,Medium
"python, scikit-learn, pandas, regression, agile, causal inference, statistics, hypothesis testing, A/B testing, Jupyter, presentation, seaborn",Data Scientist,Medium
"C, FreeRTOS, RTOS, Linux kernel, C++, Verilog, oscilloscope, communication, microcontrollers, scrum, VHDL, Python, GPIO, I2C",Embedded Systems Engineer,Medium
"EC2, Pulumi, networking, Lambda, load balancing, Amazon cloud, Linux, Amazon Web Services, Docker, AWS",Cloud Engineer,Medium
"DeFi, Hardhat, Solidity, Ethereum, cross-chain bridges, Truffle, smart contracts, documentation, JavaScript",Blockchain Developer,Medium
"Android, RN, Firebase, Dart, mobile UI, Flutter, JavaScript, Kotlin, React Native, cross-platform mobile, Git, leadership, Redux",Mobile App Developer,Easy
"wireframing, accessibility, Adobe XD, information architecture, Confluence, service design, Framer, Sketch, design systems, Figma",UI/UX Designer,Medium
"Excel, SQL, Tableau, Google Sheets, reporting, data cleaning, dbt, data visualization, dashboard design",Data Analyst,Medium
"pen testing, ethical hacking, Python, OWASP, Linux, time management, firewalls, threat detection, SOC, zero trust, penetration testing",Cybersecurity Analyst,Medium
"RTOS, Linux kernel, DSP, C++, leadership, C, firmware, SPI, Python",Embedded Systems Engineer,Medium
"SQL, teamwork, statistics, feature selection, A/B testing, Confluence, numpy, hypothesis testing",Data Scientist,Medium
"test automation, visual regression, JUnit, Cypress, Pytest, API testing, test planning, Python, Confluence, Selenium, communication",QA Automation Engineer,Medium
"HTML, Docker, TypeScript, Redux, JavaScript, GraphQL, Kubernetes, WebSockets, Express",Full Stack Developer,Medium
"React, JavaScript, CI/CD, Express, TypeScript, Docker, Git, HTML, time management, MongoDB",Full Stack Developer,Medium
"NFT, Layer 2, Solidity, DeFi, IPFS, MEV, smart contracts, Rust, Ethereum, Substrate, Hardhat, cryptography",Blockchain Developer,Hard
"pipeline, leadership, Ansible, monitoring, automation, continuous deployment, Linux, CI/CD, Git, continuous integration, Bash scripting",DevOps Engineer,Medium
"python, R, SQL, clustering, leadership, pandas, hypothesis testing, matplotlib",Data Scientist,Medium
"database queries, communication, regression, scikit-learn, MySQL, matplotlib, documentation, PostgreSQL, statistics, SQL, A/B testing, Bayesian statistics, hypothesis testing",Data Scientist,Medium
"Linux, ELK stack, error budgets, Grafana, on-call, scrum, observability, SLO/SLA, AWS",Site Reliability Engineer,Medium
"teamwork, transformers, machine learning, leadership, deep learning, python, computer vision, scikit-learn, huggingface",AI/ML Engineer,Easy
"networking, S3, Lambda, AWS, cloud architecture, CDN, multi-cloud, IAM, Terraform, SLA design",Cloud Engineer,Hard
"scikit-learn, keras, huggingface, python, machine learning, presentation, transformers, leadership, tensorflow",AI/ML Engineer,Easy
"advanced SQL, Python, time management, SQL, Excel, pivot tables, data modeling, ETL, KPI tracking, reporting, teamwork, Tableau, Looker, data visualization",Data Analyst,Hard
"Express, REST API, NodeJS, CSS, agile, JavaScript, Node, React, TypeScript, GraphQL, Node.js",Full Stack Developer,Easy
"Linux, Docker, AWS, Grafana, leadership, automation, Terraform, presentation, monitoring, Prometheus",DevOps Engineer,Medium
"Linux, Python, threat intelligence, SIEM, network security, documentation, compliance, time management, Wireshark, red teaming, penetration testing, OWASP",Cybersecurity Analyst,Medium
"SQL, Python, CI/CD, presentation, API testing, Cypress, Cucumber, Postman, Selenium",QA Automation Engineer,Medium
"Linux, automation, teamwork, Jenkins, Grafana, Python, CI/CD, AWS, leadership, Docker",DevOps Engineer,Medium
"Linux, network security, OWASP, CVE research, Nmap, firewalls, vulnerability assessment, SOC, threat detection",Cybersecurity Analyst,Medium
"Docker, Git, teamwork, Kubernetes, presentation, CI/CD, Grafana, ArgoCD, Prometheus",DevOps Engineer,Hard
"Python, Postman, Selenium, test automation, Cypress, test planning, CI/CD, SQL, Docker, Pact",QA Automation Engineer,Medium
"TypeScript, Bluetooth, leadership, Kotlin, Firebase, JavaScript, React Native, Git, REST API, mobile UI, Dart",Mobile App Developer,Medium
"PostgreSQL, SQL, Python, MongoDB, REST API, Django, server-side development",Backend Developer,Easy
"API testing, Postman, test automation, contract testing, Git, Cypress, performance testing, Docker, JUnit, Python",QA Automation Engineer,Medium
"Python, JWT, Flask, Git, Redis, authentication, MongoDB",Backend Developer,Medium
"Linux kernel, FreeRTOS, UART, I2C, microcontrollers, RTOS, Python",Embedded Systems Engineer,Easy
"Go, on-call, AWS, Git, observability, Python, Terraform, SLO/SLA, Linux, leadership, Grafana",Site Reliability Engineer,Medium
"Python, Kubernetes, Ansible, automation, Bash scripting, Jenkins, Linux",DevOps Engineer,Medium
"AWS, Docker, Jira, cloud architecture, Confluence, VPC, Azure, cloud security",Cloud Engineer,Medium
"firmware, real-time operating system, oscilloscope, C++, FreeRTOS, C, UART, GPIO, RTOS, SPI",Embedded Systems Engineer,Easy
"I2C, UART, real-time operating system, debugging, RTOS, C++, VHDL, microcontrollers, Verilog, time management, C",Embedded Systems Engineer,Medium
"data structures, distributed systems, algorithms, memory management, Java, SQL, unit testing, Linux, problem solving",Software Engineer,Medium
"RTOS, FreeRTOS, communication, C, GPIO, documentation, ARM, firmware",Embedded Systems Engineer,Easy
"statistics, scikit-learn, data wrangling, Jira, matplotlib, pandas, python, regression, hypothesis testing, R, leadership",Data Scientist,Medium
"Android, TypeScript, Jira, JavaScript, mobile UI, Firebase, Git, Confluence, React Native",Mobile App Developer,Easy
"Git, iOS, TypeScript, Kotlin, mobile UI, JavaScript, Firebase, Android",Mobile App Developer,Easy
"regression, pandas, classification, numpy, data wrangling, leadership, Jupyter, SQL, A/B testing, statistics",Data Scientist,Medium
"Docker, presentation, GraphQL, Redux, REST API, Node.js, CSS, communication",Full Stack Developer,Easy
"networking, SLA design, CDN, VPC, IAM, Azure, Linux, S3, load balancing, Pulumi",Cloud Engineer,Medium
"python, machine learning, neural networks, pytorch, numpy, transformers, Jira, huggingface",AI/ML Engineer,Easy
"time management, Web3.js, ZK proofs, teamwork, NFT, DeFi, Ethereum, consensus algorithms, Rust, JavaScript, DAO governance, smart contracts, Solidity, Substrate",Blockchain Developer,Hard
"data cleaning, Google Sheets, Tableau, data visualization, reporting",Data Analyst,Easy
"GPIO, SPI, agile, C++, firmware, ARM, leadership, Python, oscilloscope, UART, DSP",Embedded Systems Engineer,Medium
"firmware, ARM Cortex, microcontrollers, Confluence, GPIO, ARM architecture, UART, I2C, Verilog, Python, ARM",Embedded Systems Engineer,Medium
"consensus algorithms, smart contracts, Go, Ethereum, DeFi, Truffle, Hardhat, cryptography",Blockchain Developer,Medium
"user research, Adobe XD, Confluence, interaction design, wireframing, Figma, design systems",UI/UX Designer,Easy
"Git, REST API, Flutter, scrum, cross-platform mobile, push notifications, app store deployment, Redux, React Native, JavaScript, RN, mobile UI, Flutter/Dart, Bluetooth, Swift, Google Flutter, leadership, Android",Mobile App Developer,Hard
"MongoDB, leadership, TypeScript, React, Next.js, Node.js, Git, scrum, GraphQL, PostgreSQL",Full Stack Developer,Easy
"networking, S3, IAM, time management, Linux, EC2, Kubernetes, Lambda, SLA design, Terraform, Jira",Cloud Engineer,Medium
"Express, JavaScript, HTML, React, CSS, TypeScript, PostgreSQL, time management, REST API",Full Stack Developer,Easy
"Rust, web3, consensus algorithms, Layer 2, time management, Web3.js, leadership, Truffle, Ethereum, Go, Web3",Blockchain Developer,Hard
"information architecture, accessibility, prototyping, Sketch, HTML, eye tracking, CSS, component libraries, wireframing, Figma, user research",UI/UX Designer,Medium
"FastAPI, teamwork, documentation, JWT, Node.js, Python, Flask, SQL, database optimization",Backend Developer,Medium
"Cypress, Jira, JUnit, Postman, Python, test automation",QA Automation Engineer,Easy
"scikit-learn, regression, python, pandas, classification",Data Scientist,Easy
"Solidity, Rust, cryptography, Hardhat, NFT, Ethereum",Blockchain Developer,Medium
"on-call, SLO/SLA, incident management, reliability targets, teamwork, Docker, Kubernetes, service level objectives, runbooks, Terraform, Go",Site Reliability Engineer,Medium
"business intelligence, advanced SQL, data visualization, data cleaning, Excel, reporting, documentation, pivot tables",Data Analyst,Medium
"Jira, VHDL, oscilloscope, ARM Cortex, GPIO, firmware, ARM, UART, RTOS, time management, ARM architecture",Embedded Systems Engineer,Medium
"SQL, code review, C++, problem solving, debugging, algorithms, data structures, system design, unit testing",Software Engineer,Easy
"reporting, KPI tracking, pivot tables, Google Sheets, presentation, Excel, business intelligence, Tableau, SQL, teamwork, data modeling, BigQuery",Data Analyst,Medium
"JavaScript, Go, Ethereum, DeFi, IPFS, NFT, smart contracts, consensus algorithms, Solidity",Blockchain Developer,Medium
"Confluence, teamwork, IAM, networking, multi-cloud, load balancing, EC2, S3",Cloud Engineer,Medium
"Docker, React, HTML, PostgreSQL, NodeJS, Express, SSR, Redux, Git, JavaScript, Node, Next.js, Node.js, leadership, performance optimization",Full Stack Developer,Medium
"Swift, REST API, React Native, JavaScript, offline-first, Kotlin, Git, mobile UI",Mobile App Developer,Medium
"React Native, TypeScript, REST API, JavaScript, mobile UI, Android, performance optimization, Flutter, Dart",Mobile App Developer,Medium
"Git, mobile UI, TypeScript, Android, JavaScript, teamwork, React Native, communication, Kotlin, iOS, Dart",Mobile App Developer,Easy
"design tokens, Figma, information architecture, wireframing, prototyping, user flows, accessibility, Adobe XD, usability testing, eye tracking, Framer, user research",UI/UX Designer,Hard
"algorithms, Java, design patterns, C++, problem solving, debugging, Git, time management, distributed systems, code review, OOP, SQL",Software Engineer,Medium
"visual regression, Docker, JMeter, Selenium, Postman, test automation, Cucumber, CI/CD, Python, contract testing, Jira",QA Automation Engineer,Hard
"penetration testing, firewalls, incident response, network security, Linux, Nmap, forensics, Python, exploit development, OWASP, SOC, malware analysis",Cybersecurity Analyst,Hard
"Python, CI/CD, Postman, Selenium, JUnit, BDD",QA Automation Engineer,Medium
"VPC, Azure, cloud architecture, IAM, GCP, Lambda, S3, networking",Cloud Engineer,Easy
"system design, SQL, algorithms, Python, data structures, problem solving, performance profiling, communication, memory management, scrum",Software Engineer,Medium
"PostgreSQL, server-side development, Flask, SQL, MongoDB, documentation, Git",Backend Developer,Easy
"accessibility, HTML, prototyping, user flows, information architecture, Sketch, wireframing",UI/UX Designer,Easy
"Git, Node.js, MongoDB, Next.js, communication, JavaScript, Docker, REST API, PostgreSQL, HTML",Full Stack Developer,Easy
"Git, presentation, JWT, database optimization, MongoDB, Node.js, Redis, REST API, Flask, caching strategies",Backend Developer,Hard
"Firebase, Flutter, Git, JavaScript, mobile UI, React Native, Dart, Bluetooth, Swift, documentation",Mobile App Developer,Medium
"React, GraphQL, TypeScript, CSS, NoSQL, HTML, Mongo, MongoDB, Node.js",Full Stack Developer,Easy
"GraphQL, Express, React, Next.js, Node.js, JavaScript, leadership, Docker, HTML",Full Stack Developer,Easy
"RTOS, debugging, DSP, leadership, documentation, firmware, GPIO, microcontrollers, C, Python",Embedded Systems Engineer,Medium
"Python, zero trust, network security, presentation, exploit development, threat detection, OWASP, malware analysis, penetration testing, Linux, cryptography, Nmap, agile, compliance",Cybersecurity Analyst,Hard
"Nmap, Linux, malware analysis, zero trust, network security, threat detection, firewalls, SIEM, OWASP",Cybersecurity Analyst,Medium
"Node.js, JWT, database optimization, PostgreSQL, REST API, RabbitMQ, Django, Go, server-side development",Backend Developer,Hard
"Python, SQL, documentation, Snowflake, BigQuery, Tableau, Tableau Server, Tableau Desktop, agile, dashboard design, ETL, data modeling, reporting, KPI tracking",Data Analyst,Hard
"Confluence, hypothesis testing, pandas, matplotlib, feature selection, statistics, python, dbt, leadership",Data Scientist,Medium
"monitoring, Docker, AWS, Python, Grafana, Bash scripting, Confluence, Kubernetes, Linux, documentation",DevOps Engineer,Medium
"REST API, communication, mobile UI, Firebase, iOS, Flutter, leadership, JavaScript, Bluetooth, Swift, TypeScript",Mobile App Developer,Medium
"SPI, bootloader development, Linux kernel, microcontrollers, Python, oscilloscope, firmware, UART",Embedded Systems Engineer,Medium
"Python, OOP, SQL, C++, performance profiling, data structures, debugging, Rust, object oriented, algorithms, problem solving, object-oriented programming, design patterns",Software Engineer,Medium
"Git, CI/CD, chaos testing, Selenium, SQL, test planning, visual regression",QA Automation Engineer,Hard
"mobile UI, React Native, Kotlin, communication, teamwork, Flutter, Redux, Git, Android",Mobile App Developer,Easy
"presentation, Linux, Istio, Terraform, Git, Docker, documentation, Prometheus, Jenkins",DevOps Engineer,Medium
"Docker, Linux, CI/CD, Jenkins, AWS, Python, presentation, Bash scripting, Ansible, FinOps, scrum, Prometheus",DevOps Engineer,Hard
"agile, Bash scripting, Terraform, communication, CI/CD, Ansible, automation, Git, Linux, AWS, Istio",DevOps Engineer,Hard
"malware analysis, OWASP, red teaming, network security, SOC, leadership, Nmap, Linux, firewalls, threat detection, incident response",Cybersecurity Analyst,Medium
"Rust, Java, performance profiling, concurrency, SQL, time management, teamwork, Linux, Python, data structures, problem solving",Software Engineer,Hard
"presentation, huggingface, RLHF, numpy, Jira, transformers, deep learning, scikit-learn",AI/ML Engineer,Medium
"Git, AWS, automation, teamwork, monitoring, Ansible",DevOps Engineer,Medium
"scrum, Linux, Jira, GCP, EC2, Lambda, Terraform, cloud architecture, Kubernetes, Docker, networking",Cloud Engineer,Medium
"accessibility, Sketch, interaction design, Figma, component libraries, information architecture, prototyping, leadership, Jira, UI design tool, user research, Figma design, wireframing",UI/UX Designer,Medium
"Cypress, SQL, test automation, Playwright, API testing, CI/CD, Postman, Pytest, scrum, test planning, Selenium",QA Automation Engineer,Medium
"Go, Rust, smart contracts, cryptography, Solidity, consensus algorithms, teamwork, Hardhat, Truffle, Jira, Web3.js, smart contract language",Blockchain Developer,Medium
"OpenCV, RNN, tensorflow, machine learning, transformers, neural networks, python",AI/ML Engineer,Easy
"Kubernetes, ELK stack, Terraform, Prometheus, incident management, SLO/SLA, Linux, Python, Docker",Site Reliability Engineer,Medium
"JavaScript, Node.js, Redux, REST API, CSS, Kubernetes, Git, MongoDB, React",Full Stack Developer,Medium
"Docker, service level objectives, reliability targets, toil reduction, observability, Python, incident management, Grafana, SLO/SLA, Go, agile, error budgets, Kubernetes, runbooks",Site Reliability Engineer,Hard
"ARM architecture, C, ARM, Linux kernel, UART, Python, RTOS, C++, Verilog, I2C, ARM Cortex, real-time operating system, debugging",Embedded Systems Engineer,Medium
"Tableau Server, SQL, data cleaning, Python, dashboard design, Tableau Desktop, Power BI, Tableau, Metabase, reporting, pivot tables",Data Analyst,Medium
"dbt, Snowflake, data visualization, KPI tracking, business intelligence, SQL, dashboard design, Google Sheets, Python, Power BI, PowerBI, Microsoft Power BI",Data Analyst,Medium
"forensics, SOC, OWASP, Python, network security, SIEM, Nmap, threat detection",Cybersecurity Analyst,Medium
"firmware, Python, safety-critical systems, GPIO, C++, SPI, DSP, microcontrollers",Embedded Systems Engineer,Medium
"algorithms, design patterns, problem solving, SQL, unit testing, OOP, data structures",Software Engineer,Easy
"accessibility, CSS, wireframes, low-fidelity design, wireframing, usability testing, Sketch, UI design tool, Jira, Figma design, design systems, user research, Figma, prototyping",UI/UX Designer,Easy
"C++, agile, Git, Java, Linux, design patterns, scrum, algorithms, debugging, SQL",Software Engineer,Easy
"test planning, test automation, SQL, Python, Postman, Pytest, BDD, Selenium, CI/CD, teamwork",QA Automation Engineer,Medium
"automation, communication, chaos engineering, Linux, GitOps, Git, Docker, Python, Terraform, teamwork, Jenkins, Prometheus, monitoring",DevOps Engineer,Medium
"documentation, Jira, Python, JWT, Git, FastAPI, Django, Redis, Flask, MongoDB",Backend Developer,Medium
"DeFi, Web3.js, Ethereum, Solidity, cross-chain bridges, JavaScript, NFT, agile, Hardhat, cryptography",Blockchain Developer,Medium
"information architecture, interaction design, accessibility, Figma design, prototyping, wireframing, user research, CSS, UI design tool, Figma",UI/UX Designer,Easy
"server-side development, Python, Node.js, MongoDB, PostgreSQL, Confluence, Git, Django, SQL, RabbitMQ, authentication, Redis, message queues, presentation",Backend Developer,Medium
"Node.js, CI/CD, NodeJS, performance optimization, HTML, communication, JavaScript, Redux, Git, time management, React.js, ReactJS, Node, MongoDB, React",Full Stack Developer,Medium
"Node.js, Jira, Redux, Confluence, Next.js, SSR, MongoDB, GraphQL, HTML, Git, TypeScript, JavaScript",Full Stack Developer,Medium
"Confluence, Python, Linux, communication, SIEM, firewalls, incident response, vulnerability assessment, network security, security information and event management, SOC",Cybersecurity Analyst,Easy
"Pytest, Python, Selenium, Cucumber, communication, API testing, CI/CD, Git, agile, Docker",QA Automation Engineer,Medium
"data visualization, window functions, Google Sheets, Excel, Snowflake, data cleaning, Power BI, Tableau, reporting, communication",Data Analyst,Medium
"Jenkins, pipeline, continuous integration, Terraform, Git, ArgoCD, continuous deployment, CI/CD, Grafana",DevOps Engineer,Medium
"Jira, memory management, Linux, concurrency, OOP, object-oriented programming, SQL, object oriented, system design, data structures, Java, Git, algorithms",Software Engineer,Medium
"HTML, Sketch, Figma, motion design, accessibility, user research, information architecture, Framer, wireframing",UI/UX Designer,Medium
"CSS, REST API, Node.js, ReactJS, Redux, React.js, TypeScript, PostgreSQL, React, GraphQL, Confluence, Express",Full Stack Developer,Easy
"networking, CDN, S3, documentation, Terraform, Lambda, scrum, Linux, VPC, Kubernetes, IAM",Cloud Engineer,Medium
"Redux, Jira, CI/CD, MongoDB, Confluence, CSS, React, JWT, Node.js, Mongo, SSR, NoSQL, TypeScript",Full Stack Developer,Hard
"hypothesis testing, data wrangling, python, documentation, statistics, causal inference, seaborn, pandas, Jupyter, matplotlib, numpy, scikit-learn",Data Scientist,Medium
"C++, design patterns, OOP, algorithms, Python, Linux, Confluence, Java, problem solving",Software Engineer,Easy
"scrum, JavaScript, Node.js, presentation, Docker, Express, React, PostgreSQL",Full Stack Developer,Easy
"Pact, test automation, API testing, Cypress, BDD, contract testing, test planning",QA Automation Engineer,Medium
"algorithms, Linux, Go, design patterns, data structures, concurrency, debugging, Python, documentation, Git, system design, problem solving, Jira, Java",Software Engineer,Medium
"cost optimization, AWS, networking, Linux, Amazon cloud, serverless, Amazon Web Services, Kubernetes, GCP, VPC, time management, Pulumi",Cloud Engineer,Hard
"feature engineering, transformers, agile, NLP, numpy, distributed training, LLM, scikit-learn",AI/ML Engineer,Medium
"Grafana, Jira, distributed tracing, ELK stack, incident management, Python, Kubernetes, Terraform",Site Reliability Engineer,Medium
"DeFi, cryptography, Solidity, Ethereum, Web3.js, communication, presentation, Rust, smart contracts, cross-chain bridges",Blockchain Developer,Medium
"Docker, MongoDB, JWT, Jira, Django REST framework, FastAPI, Python, PostgreSQL, SQL, REST API, Django",Backend Developer,Medium
"Git, time management, Android, Kotlin, JavaScript, TypeScript, Swift",Mobile App Developer,Easy
"Web3.js, consensus algorithms, JavaScript, cryptography, smart contracts",Blockchain Developer,Easy
"BDD, contract testing, Pytest, visual regression, Cypress, API testing, Postman, Selenium, JUnit, test planning, leadership, Confluence",QA Automation Engineer,Medium
"JavaScript, cryptography, Solidity, NFT, Ethereum",Blockchain Developer,Easy
"scrum, presentation, FreeRTOS, firmware, ARM Cortex, ARM, ARM architecture, C, RTOS, UART, bootloader development, GPIO",Embedded Systems Engineer,Medium
"multi-cloud, cloud architecture, Terraform, load balancing, AWS, S3, CDN, Google Cloud, GCP, Google Cloud Platform",Cloud Engineer,Medium
"automation, CI/CD, Prometheus, Kubernetes, Bash scripting, Grafana, Docker, Linux",DevOps Engineer,Medium
"business intelligence, SQL, communication, reporting, pivot tables, dashboard design, Power BI, leadership, Google Sheets, data visualization, ETL",Data Analyst,Easy
"R, scikit-learn, data wrangling, regression, teamwork, A/B testing, pandas, statistics, classification",Data Scientist,Medium
"Java, problem solving, OOP, agile, system design, Git, debugging, data structures, Linux, design patterns",Software Engineer,Easy
"Python, Grafana, time management, Prometheus, CI/CD, Git, leadership, Docker, automation, Jenkins",DevOps Engineer,Medium
"Google Cloud, CDN, load balancing, GCP, Amazon cloud, multi-cloud, Linux, leadership, Google Cloud Platform, cloud architecture, Amazon Web Services, time management, AWS, networking",Cloud Engineer,Medium
"authentication, caching strategies, Git, SQL, gRPC, Node.js, MongoDB, JWT, agile",Backend Developer,Hard
"Web3.js, cryptography, smart contracts, Truffle, cross-chain bridges, consensus algorithms, NFT, Rust, Ethereum, JavaScript, Solidity",Blockchain Developer,Medium
"debugging, Git, unit testing, algorithms, design patterns, code review, Jira",Software Engineer,Easy
